id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
19887,KFOK,small_airport,Francis S Gabreski Airport,40.8437004089,-72.6317977905,67,NA,US,US-NY,Westhampton Beach,no,KFOK,FOK,KFOK,FOK,http://www.suffolkcountyny.gov/Departments/EconomicDevelopmentandPlanning/FrancisSGabreskiAirport.aspx,https://en.wikipedia.org/wiki/Francis_S._Gabreski_Airport,"Suffolk County AFB, Suffolk County Airport"
3539,KFRG,medium_airport,Republic Airport,40.728576,-73.414267,82,NA,US,US-NY,East Farmingdale,no,KFRG,FRG,KFRG,FRG,http://www.republicairport.net/,https://en.wikipedia.org/wiki/Republic_Airport,Fairchild Flying Field
19919,KFZY,small_airport,Oswego County Airport,43.3508,-76.3881,475,NA,US,US-NY,Fulton,no,,,KFZY,FZY,,https://en.wikipedia.org/wiki/Oswego_County_Airport,
3554,KGFL,medium_airport,Floyd Bennett Memorial Airport,43.3412017822,-73.6102981567,328,NA,US,US-NY,Glens Falls,no,KGFL,GFL,KGFL,GFL,http://www.warrencountydpw.com/airport_07/,https://en.wikipedia.org/wiki/Floyd_Bennett_Memorial_Airport,
3570,KGTB,medium_airport,Wheeler Sack Army Air Field,44.055599,-75.719498,688,NA,US,US-NY,Fort Drum,no,KGTB,,KGTB,GTB,,https://en.wikipedia.org/wiki/Wheeler-Sack_Army_Airfield,
19987,KGVQ,small_airport,Genesee County Airport,43.0317,-78.167603,914,NA,US,US-NY,Batavia,no,,,KGVQ,GVQ,,https://en.wikipedia.org/wiki/Genesee_County_Airport,
3589,KHPN,medium_airport,Westchester County Airport,41.06700134277344,-73.70760345458984,439,NA,US,US-NY,White Plains,yes,KHPN,HPN,KHPN,HPN,,https://en.wikipedia.org/wiki/Westchester_County_Airport,"Manhattan, New York City, NYC"
20093,KHTO,small_airport,Town of East Hampton Airport,40.959954,-72.25105,55,NA,US,US-NY,East Hampton,no,KJPX,HTO,KJPX,JPX,http://www.town.east-hampton.ny.us/htmlpages/Airport/AirportHome.htm,https://en.wikipedia.org/wiki/East_Hampton_Airport,"KHTO, HTO"
20104,KHWV,small_airport,Brookhaven Calabro Airport,40.821899,-72.8694,81,NA,US,US-NY,Shirley,no,KHWV,WSH,KHWV,HWV,,https://en.wikipedia.org/wiki/Brookhaven_Airport,
3603,KIAG,medium_airport,Niagara Falls International Airport,43.1073,-78.946198,589,NA,US,US-NY,Niagara Falls,yes,KIAG,IAG,KIAG,IAG,https://www.niagarafallsairport.com/,https://en.wikipedia.org/wiki/Niagara_Falls_International_Airport,
3616,KISP,medium_airport,Long Island MacArthur Airport,40.796324,-73.101703,99,NA,US,US-NY,Islip,yes,KISP,ISP,KISP,ISP,https://flymacarthur.com,https://en.wikipedia.org/wiki/Long_Island_MacArthur_Airport,Islip Airport
20193,KITH,medium_airport,Ithaca Tompkins Regional Airport,42.49100112915039,-76.4583969116211,1099,NA,US,US-NY,Ithaca,yes,KITH,ITH,KITH,ITH,,https://en.wikipedia.org/wiki/Ithaca_Tompkins_Regional_Airport,
3622,KJFK,large_airport,John F. Kennedy International Airport,40.639447,-73.779317,13,NA,US,US-NY,New York,yes,KJFK,JFK,KJFK,JFK,https://www.jfkairport.com/,https://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport,"Manhattan, New York City, NYC, Idlewild, IDL, KIDL"
20213,KJHW,medium_airport,Chautauqua County-Jamestown Airport,42.15425,-79.254008,1723,NA,US,US-NY,Jamestown,no,KJHW,JHW,KJHW,JHW,,https://en.wikipedia.org/wiki/Chautauqua_County-Jamestown_Airport,
20239,KK09,small_airport,Piseco Airport,43.453399658203125,-74.5176010131836,1703,NA,US,US-NY,Piseco,no,,,KK09,K09,,https://en.wikipedia.org/wiki/Piseco_Airport,
20241,KK16,small_airport,Becks Grove Airport,43.250334,-75.606194,450,NA,US,US-NY,Rome,no,,,KK16,K16,,https://en.wikipedia.org/wiki/Becks_Grove_Airport,
3643,KLGA,large_airport,LaGuardia Airport,40.777199,-73.872597,21,NA,US,US-NY,New York,yes,KLGA,LGA,KLGA,LGA,https://www.laguardiaairport.com/,https://en.wikipedia.org/wiki/LaGuardia_Airport,"Manhattan, New York City, NYC, Glenn H. Curtiss Airport, North Beach Airport, La Guardia"
20348,KLKP,small_airport,Lake Placid Airport,44.2644996643,-73.96189880370001,1747,NA,US,US-NY,Lake Placid,no,KLKP,LKP,KLKP,LKP,,https://en.wikipedia.org/wiki/Lake_Placid_Airport,
20471,KMAL,small_airport,Malone Dufort Airport,44.853699,-74.328903,790,NA,US,US-NY,Malone,no,,,KMAL,MAL,,https://en.wikipedia.org/wiki/Malone-Dufort_Airport,
20499,KMGJ,small_airport,Orange County Airport,41.50999832,-74.26460266,364,NA,US,US-NY,Montgomery,no,KMGJ,MGJ,KMGJ,MGJ,http://www.orangecountygov.com/content/124/1354/default.aspx,https://en.wikipedia.org/wiki/Orange_County_Airport_(New_York),
3710,KMSS,medium_airport,Massena International Airport Richards Field,44.936157,-74.844304,215,NA,US,US-NY,Massena,yes,KMSS,MSS,KMSS,MSS,http://www.massenaworks.com/town/airport.asp,https://en.wikipedia.org/wiki/Massena_International_Airport,
20563,KMSV,small_airport,Sullivan County International Airport,41.701596,-74.794997,1403,NA,US,US-NY,Monticello,no,KMSV,MSV,KMSV,MSV,http://sullivanny.us/Departments/Airport,https://en.wikipedia.org/wiki/Sullivan_County_International_Airport,
20567,KMTP,small_airport,Montauk Airport,41.0765,-71.920797,6,NA,US,US-NY,Montauk,yes,KMTP,MTP,KMTP,MTP,http://www.themontaukairport.com/,https://en.wikipedia.org/wiki/Montauk_Airport,
20596,KN03,small_airport,Cortland County Chase Field,42.59260178,-76.21489716,1198,NA,US,US-NY,Cortland,no,,CTX,KN03,N03,,https://en.wikipedia.org/wiki/Cortland_County_Airport,
20602,KN23,small_airport,Sidney Municipal Airport,42.302600860596,-75.416000366211,1027,NA,US,US-NY,Sidney,no,,SXY,N23,N23,,https://en.wikipedia.org/wiki/Sidney_Municipal_Airport_(New_York),
20606,KN37,small_airport,Monticello Airport,41.622501,-74.701302,1545,NA,US,US-NY,Monticello,no,,,KN37,N37,,https://en.wikipedia.org/wiki/Monticello_Airport_(New_York),
20616,KN66,small_airport,Albert S Nader Regional Airport,42.5247,-75.0644,1763,NA,US,US-NY,Oneonta,no,,ONH,,N66,,https://en.wikipedia.org/wiki/Oneonta_Municipal_Airport,Oneonta Municipal
20625,KN82,small_airport,Wurtsboro-Sullivan County Airport,41.597991,-74.459467,560,NA,US,US-NY,Wurtsboro,no,,,,N82,,https://en.wikipedia.org/wiki/Wurtsboro%E2%80%93Sullivan_County_Airport,
20627,KN89,small_airport,Joseph Y Resnick Airport,41.728773,-74.376923,292,NA,US,US-NY,Ellenville,no,,,KN89,N89,,https://en.wikipedia.org/wiki/Joseph_Y._Resnick_Airport,
20667,KNY0,small_airport,Fulton County Airport,42.998199,-74.329597,881,NA,US,US-NY,Johnstown,no,,,KNY0,NY0,,https://en.wikipedia.org/wiki/Fulton_County_Airport_(New_York),Fulco
20668,KNY2,small_airport,Camillus Airport,43.085376,-76.295199,405,NA,US,US-NY,Warners,no,,,NY25,NY25,,,NY2
20727,KOGS,medium_airport,Ogdensburg International Airport,44.6819,-75.4655,297,NA,US,US-NY,Ogdensburg,yes,KOGS,OGS,KOGS,OGS,https://ogsair.com/,https://en.wikipedia.org/wiki/Ogdensburg_International_Airport,
20728,KOIC,small_airport,Lt Warren Eaton Airport,42.566600799561,-75.524101257324,1025,NA,US,US-NY,Norwich,no,KOIC,OIC,KOIC,OIC,http://www.co.chenango.ny.us/airport/,https://en.wikipedia.org/wiki/Lt._Warren_Eaton_Airport,
20738,KOLE,small_airport,Cattaraugus County-Olean Airport,42.241199,-78.371399,2135,NA,US,US-NY,Olean,no,KOLE,OLE,KOLE,OLE,,https://en.wikipedia.org/wiki/Cattaraugus_County-Olean_Airport,
20808,KPBG,medium_airport,Plattsburgh International Airport,44.650902,-73.468102,234,NA,US,US-NY,Plattsburgh,yes,KPBG,PBG,KPBG,PBG,http://www.plattsburghinternationalairport.com/,https://en.wikipedia.org/wiki/Plattsburgh_International_Airport,Plattsburgh Air Force Base
20817,KPEO,small_airport,Penn Yan Airport,42.6371,-77.052902,990,NA,US,US-NY,Penn Yan,no,,,KPEO,PEO,,https://en.wikipedia.org/wiki/Penn_Yan_Airport,
3786,KPOU,medium_airport,Dutchess County Airport,41.6265983581543,-73.88420104980469,165,NA,US,US-NY,Poughkeepsie,no,KPOU,POU,KPOU,POU,,https://en.wikipedia.org/wiki/Dutchess_County_Airport,
20876,KPTD,small_airport,Potsdam Municipal Airport Damon Field,44.67657,-74.948583,474,NA,US,US-NY,Potsdam,no,,,KPTD,PTD,,https://en.wikipedia.org/wiki/Potsdam_Municipal_Airport,
20940,KRME,medium_airport,Griffiss International Airport,43.23379898,-75.40699768,504,NA,US,US-NY,Rome,no,KRME,RME,KRME,RME,http://www.ocgov.net/oneida/airport,https://en.wikipedia.org/wiki/Griffiss_Airfield,
3855,KROC,large_airport,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401,559,NA,US,US-NY,Rochester,yes,KROC,ROC,KROC,ROC,https://rocairport.com/,https://en.wikipedia.org/wiki/Greater_Rochester_International_Airport,
3871,KSCH,medium_airport,Schenectady County Airport,42.852500915527,-73.928901672363,378,NA,US,US-NY,Schenectady,no,KSCH,SCH,KSCH,SCH,http://www.schenectadycounty.com/FullStory.aspx?m=100&amid=432,https://en.wikipedia.org/wiki/Schenectady_County_Airport,
18698,KSDC,small_airport,Williamson Sodus Airport,43.234573,-77.119403,424,NA,US,US-NY,Williamson/Sodus,no,,,KSDC,SDC,,https://en.wikipedia.org/wiki/Williamson%E2%80%93Sodus_Airport,3G7
3890,KSLK,medium_airport,Adirondack Regional Airport,44.38691,-74.204629,1663,NA,US,US-NY,Saranac Lake,yes,KSLK,SLK,KSLK,SLK,,https://en.wikipedia.org/wiki/Adirondack_Regional_Airport,
3911,KSWF,medium_airport,New York Stewart International Airport,41.50421,-74.108901,491,NA,US,US-NY,Newburgh,yes,KSWF,SWF,KSWF,SWF,https://www.swfny.com/,https://en.wikipedia.org/wiki/Stewart_International_Airport,
3913,KSYR,large_airport,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,421,NA,US,US-NY,Syracuse,yes,KSYR,SYR,KSYR,SYR,http://www.syrairport.org/,https://en.wikipedia.org/wiki/Syracuse_Hancock_International_Airport,
20008,KVGC,small_airport,Hamilton Municipal Airport,42.8438,-75.561401,1137,NA,US,US-NY,Hamilton,no,,,KVGC,VGC,,https://en.wikipedia.org/wiki/Hamilton_Municipal_Airport_(New_York),Formerly H30
22669,N25,small_airport,Blue Heron Airport,42.6973,-74.1996,1200,NA,US,US-NY,Delanson,no,,,,N25,,https://en.wikipedia.org/wiki/Blue_Heron_Airport,Flying K Ranch
22678,N45,small_airport,Kobelt Airport,41.627899,-74.133797,420,NA,US,US-NY,Wallkill,no,,,N45,N45,,https://en.wikipedia.org/wiki/Kobelt_Airport,
22682,N56,small_airport,Great Valley Airport,42.205101,-78.647202,1450,NA,US,US-NY,Great Valley,no,,,N56,N56,,https://en.wikipedia.org/wiki/Great_Valley_Airport,
22685,N65,small_airport,Apex Airport,42.7295,-74.164001,1130,NA,US,US-NY,Delanson,no,,,65NK,65NK,,,"N65, Knox"
22686,N72,small_airport,Warwick Municipal Airport,41.287601470947266,-74.28710174560547,540,NA,US,US-NY,Warwick,no,,,N72,N72,,https://en.wikipedia.org/wiki/Warwick_Municipal_Airport,
23144,NK0,seaplane_base,Maus Marineland Seaplane Base,42.810298919677734,-76.31079864501953,863,NA,US,US-NY,New Hope,no,,,NK0,NK0,,,
23145,NK01,small_airport,Countryman's Landing Strip,43.9995002746582,-75.60489654541016,790,NA,US,US-NY,Carthage,no,,,NK01,NK01,,,
23146,NK04,small_airport,Shepard Airport,43.250099182128906,-75.99960327148438,463,NA,US,US-NY,Constantia,no,,,NK04,NK04,,,
23147,NK05,small_airport,Tom N' Jerry Airport,42.354801177978516,-76.51609802246094,1490,NA,US,US-NY,Danby,no,,,NK05,NK05,,,
23149,NK07,small_airport,Big Island Airport,41.32789993286133,-74.40989685058594,410,NA,US,US-NY,Goshen,no,,,NK07,NK07,,,
23150,NK08,small_airport,Sheeley's Farm Airport,41.8317985534668,-74.12989807128906,260,NA,US,US-NY,High Falls,no,,,NK08,NK08,,,
23151,NK09,small_airport,Eagle Ridge Airport,42.405999,-76.820011,1480,NA,US,US-NY,Burdett,no,,,NK09,NK09,,,
23155,NK13,seaplane_base,Snyder's Lake Seaplane Base,42.65840148925781,-73.63849639892578,488,NA,US,US-NY,Wynantskill,no,,,NK13,NK13,,,
23157,NK15,seaplane_base,Seventh Lake Seaplane Base,43.742801666259766,-74.76190185546875,1785,NA,US,US-NY,Inlet,no,,,NK15,NK15,,,
23158,NK16,small_airport,Hendricks Field,44.368099,-75.402397,480,NA,US,US-NY,Gouverneur,no,,,NK16,NK16,,https://en.wikipedia.org/wiki/Hendricks_Field_(New_York),
45674,NK17,small_airport,August Field,43.209361,-73.581711,131,NA,US,US-NY,Gansevoort,no,,,NK17,NK17,,,
23159,NK19,small_airport,Potoczak Airport,43.06119918823242,-78.6613998413086,582,NA,US,US-NY,Clarence Center,no,,,NK19,NK19,,,
23161,NK24,small_airport,Tilden Airport,42.34775,-76.87035,900,NA,US,US-NY,Montour Falls,no,,,NK24,NK24,,,
23162,NK25,small_airport,Cambria Airport,43.194157,-78.799381,380,NA,US,US-NY,Lockport,no,,,NK25,NK25,,,
45660,NK26,small_airport,Old Forge Airport,43.725183,-74.976217,1753,NA,US,US-NY,Old Forge,no,,,NK26,NK26,,https://en.wikipedia.org/wiki/Old_Forge_Airport,
23163,NK27,small_airport,Hedge Hop Field,42.488666,-78.634923,1400,NA,US,US-NY,Springville,no,,,NK27,NK27,,,
23166,NK30,seaplane_base,Private Sealanes-Jamaica Bay Seaplane Base,40.60530090332031,-73.90229797363281,,NA,US,US-NY,Brooklyn,no,,,NK30,NK30,,,
23167,NK31,small_airport,Dawn Patrol Aviation Airport,43.269500732421875,-78.14530181884766,480,NA,US,US-NY,Albion,no,,,NK31,NK31,,,
537519,NK35,small_airport,Mariwill Airport,42.756528,-76.44375,1130,NA,US,US-NY,Moravia,no,,,NK35,NK35,,,
23177,NK43,small_airport,Jerry Phibbs Airport,42.753296,-73.916528,340,NA,US,US-NY,Schenectady,no,,,NK43,NK43,,,
23184,NK53,small_airport,Dodge/Coppola/Wheeler Airport,42.20560073852539,-76.77050018310547,1030,NA,US,US-NY,Sullivanville,no,,,NK53,NK53,,,
23185,NK54,small_airport,Matejka Field,42.176700592041016,-76.64109802246094,1690,NA,US,US-NY,Erin,no,,,NK54,NK54,,,
23196,NK68,small_airport,White Birch Airport,42.051627,-75.316823,1860,NA,US,US-NY,Hancock,no,,,NK68,NK68,,,White Birch Field
23197,NK71,small_airport,Marcellus Airport,43.011199951171875,-76.34970092773438,850,NA,US,US-NY,Marcellus,no,,,NK71,NK71,,,
23198,NK72,small_airport,Henion Private Field Airport,42.376029,-76.531938,1386,NA,US,US-NY,Danby,no,,,NK72,NK72,,,James Henion Private Field
23200,NK74,small_airport,Match Mate Airport,42.74449920654297,-76.6635971069336,840,NA,US,US-NY,Aurora,no,,,NK74,NK74,,,
23202,NK76,small_airport,Grammar Airport,42.88249969482422,-77.05169677734375,755,NA,US,US-NY,Geneva,no,,,NK76,NK76,,,
23205,NK79,small_airport,Lewis Landing Airport,41.406667,-74.533056,880,NA,US,US-NY,Slate Hill,no,,,NK79,NK79,,,
23213,NK87,small_airport,Merkle Airport,43.06669998168945,-78.59970092773438,590,NA,US,US-NY,Clarence Center,no,,,NK87,NK87,,,
23214,NK89,small_airport,Ultralight Flight Farm Ultralightport,42.29169845581055,-77.05799865722656,1200,NA,US,US-NY,Monterey,no,,,NK89,NK89,,,
23216,NK91,small_airport,Boyle's Landing Airport,42.816200256347656,-74.62460327148438,1300,NA,US,US-NY,Sharon Springs,no,,,NK91,NK91,,,
23381,NY00,small_airport,Basher Field,42.567052,-78.557739,1855,NA,US,US-NY,Sardinia,no,,,NY00,NY00,,,
23382,NY01,small_airport,Knowlesville Airport,43.22090148925781,-78.31500244140625,555,NA,US,US-NY,Knowlesville,no,,,NY01,NY01,,,
23383,NY02,small_airport,Mountain Top Airport,42.487300872802734,-74.78019714355469,1960,NA,US,US-NY,Davenport,no,,,NY02,NY02,,,
23386,NY05,small_airport,Hogan Airport,42.78150177001953,-74.32569885253906,1260,NA,US,US-NY,Esperance,no,,,NY05,NY05,,,
23387,NY06,small_airport,Gaines Valley Aviation Airport,43.2963981628418,-78.21389770507812,380,NA,US,US-NY,Albion,no,,,NY06,NY06,,,
23388,NY07,small_airport,Hurlbut Field,44.545799255371094,-75.16110229492188,500,NA,US,US-NY,Canton,no,,,NY07,NY07,,,
23391,NY1,small_airport,Kline Kill Airport,42.350101470947266,-73.63710021972656,380,NA,US,US-NY,Ghent,no,,,NY1,NY1,,,
23392,NY10,small_airport,Duflo Airport,43.84260177612305,-75.43070220947266,789,NA,US,US-NY,New Bremen,no,,,NY10,NY10,,,
23393,NY11,small_airport,Lakestone Farm Airport,43.035301208496094,-77.30799865722656,520,NA,US,US-NY,Macedon,no,,,NY11,NY11,,,
23395,NY13,small_airport,D'Amico Airport,43.0908,-76.98864,515,NA,US,US-NY,Lyons,no,,,NY13,NY13,,,
23397,NY15,small_airport,Lakeville Airport,42.8265,-77.714401,935,NA,US,US-NY,Lakeville,no,,,NY15,NY15,,,Hannas Acres
23398,NY16,small_airport,Oak Ridge Airport,43.0984001159668,-77.18190002441406,540,NA,US,US-NY,East Palmyra,no,,,NY16,NY16,,,
23399,NY17,small_airport,Adirondack Airpark Estates Airport,44.601983,-73.853138,1352,NA,US,US-NY,Saranac,no,,,NY17,NY17,,,
23400,NY18,small_airport,Neno Airport,42.4487,-76.616897,1283,NA,US,US-NY,Ithaca,no,,,NY18,NY18,,,Neno International
23401,NY19,small_airport,Walls Airport,43.04399871826172,-76.46189880371094,610,NA,US,US-NY,Elbridge,no,,,NY19,NY19,,,
23402,NY20,small_airport,Nellis Field,42.962592,-74.681904,700,NA,US,US-NY,Fort Plain,no,,,NY20,NY20,,,
23405,NY23,small_airport,MAC Airport,42.987597,-74.966499,1210,NA,US,US-NY,Mohawk,no,,,NY23,NY23,,,Mohawk Aviation Center
23406,NY24,small_airport,Taylor Johnson Airport,43.12779998779297,-78.97000122070312,633,NA,US,US-NY,Niagara Falls,no,,,NY24,NY24,,,
23408,NY26,small_airport,Sky-Ranch Airport,42.983398,-74.899597,1330,NA,US,US-NY,Mohawk,no,,,NY26,NY26,,,
23409,NY27,small_airport,South Dayton Airport,42.37089920043945,-79.0094985961914,1300,NA,US,US-NY,South Dayton,no,,,NY27,NY27,,,
23410,NY28,small_airport,Anthonson Airport,43.070899963378906,-76.40799713134766,430,NA,US,US-NY,Jordan,no,,,NY28,NY28,,,
23411,NY29,small_airport,Schuyler Airport,42.451625,-76.912215,870,NA,US,US-NY,Watkins Glen,no,,,NY29,NY29,,,
23413,NY31,small_airport,Rabbit Lane Airport,43.22370147705078,-76.3687973022461,405,NA,US,US-NY,Phoenix,no,,,NY31,NY31,,,
23416,NY34,small_airport,Randall's Roost Airport,42.162200927734375,-77.42749786376953,1825,NA,US,US-NY,Cameron,no,,,NY34,NY34,,,
23417,NY35,small_airport,Stanton Airport,41.750099182128906,-74.11630249023438,303,NA,US,US-NY,New Paltz,no,,,NY35,NY35,,,
23419,NY37,small_airport,Galway Airport,43.00920104980469,-74.09120178222656,950,NA,US,US-NY,Galway,no,,,NY37,NY37,,,
23422,NY40,small_airport,Gentzke Aeronautical Park Airport,42.610599517822266,-78.59559631347656,1750,NA,US,US-NY,Holland,no,,,NY40,NY40,,,
23424,NY42,small_airport,Paradise Airport,43.219988,-76.68945,420,NA,US,US-NY,Red Creek,no,,,NY42,NY42,,,
23430,NY48,small_airport,Grace's Landing Airport,42.33810043334961,-74.7490005493164,1500,NA,US,US-NY,South Kortright,no,,,NY48,NY48,,,
23431,NY49,small_airport,Mesmer Airport,42.991523,-78.985764,600,NA,US,US-NY,Grand Island,no,,,NY49,NY49,,,
23432,NY50,small_airport,Johnson Airport,42.992144,-74.137459,760,NA,US,US-NY,Amsterdam,no,,,NY50,NY50,,,
23433,NY51,small_airport,Russell Airport,42.87009811401367,-74.49929809570312,700,NA,US,US-NY,Canajoharie,no,,,NY51,NY51,,,
23437,NY55,small_airport,Grund Field,42.44729995727539,-76.5969009399414,1453,NA,US,US-NY,Ithaca,no,,,NY55,NY55,,,
23438,NY57,small_airport,Remsen City Airport,43.36009979248047,-75.18460083007812,1220,NA,US,US-NY,Remsen,no,,,NY57,NY57,,,
23440,NY59,small_airport,Valenty Mierek Airport,43.387298583984375,-75.48629760742188,1220,NA,US,US-NY,Ava,no,,,NY59,NY59,,,
